ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear,ExtractGroup
G5014,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,378532,0,0,9.15,29.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5015,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,540901,0,0,9.15,29.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5016,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,17809,0,0,9.15,31.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5019,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,18673,0,0,9.05,26.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5020,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,75362,0,0,9.05,29.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5021,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,154895,0,0,9.05,29.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5022,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,37118,0,0,8.95,16.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5024,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,1647870,0,0,8.85,5.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5025,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,65786,0,0,8.85,5.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5026,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,15036,0,0,8.85,10.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5027,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,181987,0,0,8.85,10.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5029,Synthetic,0,NA,NA,Na,Na,Na,GH,Ghana,Africa,44,-9999,111576,0,0,8.75,-1.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5030,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,1715500,0,0,8.75,6.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5031,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,44,-9999,13628,0,0,8.75,13.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5032,Synthetic,0,NA,NA,Na,Na,Na,GH,Ghana,Africa,44,-9999,155505,0,0,8.65,-1.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5033,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,204991,0,0,8.65,10.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5034,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,17795,0,0,8.65,19.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5035,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,61834,0,0,8.65,29.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5036,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,75836,0,0,8.65,29.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5037,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,77466,0,0,8.65,29.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5039,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,22238,0,0,8.55,10.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5040,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,45499,0,0,8.55,19.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5041,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13879,0,0,8.55,29.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5042,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,21405,0,0,8.45,19.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5043,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,43,-9999,20165,0,0,8.45,19.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5044,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,38785,0,0,8.45,33.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5045,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,234458,0,0,8.35,10.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5046,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,139025,0,0,8.35,33.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5048,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,1735850,0,0,8.25,6.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5049,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,15678,0,0,8.25,6.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5050,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,20048,0,0,8.25,10.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5051,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,41519,0,0,8.15,29.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5054,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,29196,0,0,8.05,29.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5055,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,124517,0,0,8.05,33.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5056,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,12421,0,0,8.05,33.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5059,Synthetic,0,NA,NA,Na,Na,Na,TD,Chad,Africa,43,-9999,54073,0,0,7.85,17.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5061,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,101006,0,0,7.75,32.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5062,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,23020,0,0,7.75,33.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5067,Red Cross,0,NA,NA,Reservoir Nangbeto,Mono,Mono,TG,Togo,Africa,44,-9999,15832,0,0,7.45,1.45,1,1, ,Requested by red cross,07/12/1987,12/31/2014, ,0,0,,2017,AF_20190502
G5068,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,15207,0,0,7.65,42.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5072,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,19702,0,0,7.55,27.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5073,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,31940,0,0,7.55,28.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5074,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,82419,0,0,7.55,32.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5075,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13788,0,0,7.55,33.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5076,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,41136,0,0,7.55,41.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5077,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,17990,0,0,7.45,29.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5078,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13936,0,0,7.45,29.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5079,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,26530,0,0,7.45,30.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5080,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,513045,0,0,7.35,30.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5081,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,64089,0,0,7.35,42.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5082,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,15106,0,0,7.35,42.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5084,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,39107,0,0,7.25,47.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5087,LHS,0,NA,NA,St.John River at Mount Finlay (06SJ002),Saint John,Na,LR,Republic of Liberia,Africa,44,15723,17325,6.084,-9.87,7.05,-10.15,1,1,06SJ002,06SJ002,04/08/2013,7/28/2016,12/10/2018,0,0,,0,AF_20190502
G5090,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,17575,0,0,6.75,22.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5091,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,42517,0,0,6.75,22.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5092,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,39502,0,0,6.75,33.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5093,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,39102,0,0,6.75,33.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5094,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,22110,0,0,6.65,3.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5095,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,13079,0,0,6.65,32.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5096,Synthetic,0,NA,NA,Na,Na,Na,GH,Ghana,Africa,44,-9999,408487,0,0,6.05,0.15,0,0, ,reservoir Akosombo,,, ,0,0,,0,AF_20190502
G5097,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,44,-9999,25463,0,0,6.55,3.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5098,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,26053,0,0,6.55,32.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5099,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,19185,0,0,6.45,48.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5100,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,12704,0,0,6.35,31.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5101,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,55450,0,0,6.35,47.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5102,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,145909,0,0,6.35,48.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5105,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,45,-9999,15388,0,0,6.25,8.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5106,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,491230,0,0,6.25,31.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5107,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,18323,0,0,6.25,47.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5108,LHS,0,NA,NA,St.John River at Frank Diggs (06SJ001),Saint John,Na,LR,Republic of Liberia,Africa,44,10862,10704,6.466,-9.526,6.55,-9.45,1,1,06SJ001,06SJ001,03/03/2013,06/05/2018,12/10/2018,0,0,,0,AF_20190502
G5111,LHS,0,NA,NA,Mano Kongo (01MA003)=,Mano,Na,LR,Republic of Liberia,Africa,44,5514,5405,7.328,-11.143,7.35,-11.05,1,1,01MA003,01MA003,12/22/2015,06/06/2018,12/10/2018,0,0,,0,AF_20190502
G5112,Synthetic,0,NA,NA,Na,Na,Na,NG,Nigeria,Africa,45,-9999,20225,0,0,6.05,8.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5114,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,16381,0,0,5.75,24.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5115,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,14663,0,0,5.75,40.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5116,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,77963,0,0,5.75,48.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5117,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,31989,0,0,5.65,24.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5118,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,18987,0,0,5.65,40.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5119,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,54523,0,0,5.65,48.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5120,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,45,-9999,22654,0,0,6.25,12.75,0,0, ,before reservoir M'bakaou,,, ,0,0,,0,AF_20190502
G5122,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,45,-9999,19971,0,0,5.35,13.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5124,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,13933,0,0,5.15,19.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5125,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,20706,0,0,5.15,24.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5126,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,468485,0,0,5.05,19.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5127,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,40669,0,0,5.05,19.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5128,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,37272,0,0,5.05,24.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5131,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,417944,0,0,4.95,20.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5132,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,53553,0,0,4.95,23.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5135,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,60447,0,0,4.85,23.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5136,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,45,-9999,43533,0,0,4.45,11.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5137,mtropics,106096,NA,NA,Mbalmayo,Nyong,Na,CM,Cameroon,Africa,45,-9999,14706,3.52,11.5,3.55,11.55,1,1, ,altitude 634m,03/05/1998,12/31/2013,8/23/2018,0,0,,0,AF_20190502
G5139,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,26783,0,0,4.35,18.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5140,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,81060,0,0,4.35,22.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5141,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,56719,0,0,4.35,41.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5142,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,25392,0,0,4.35,42.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5144,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,147927,0,0,4.25,22.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5145,Synthetic,0,NA,NA,Na,Na,Na,ET,Ethiopia,Africa,43,-9999,82605,0,0,4.25,42.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5146,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,312927,0,0,4.15,22.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5147,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,21497,0,0,4.15,22.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5151,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,140538,0,0,4.05,22.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5152,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,61493,0,0,4.05,41.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5158,Synthetic,0,NA,NA,Na,Na,Na,CF,Central African Republic,Africa,45,-9999,531061,0,0,3.75,18.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5159,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,70947,0,0,3.75,26.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5160,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,16807,0,0,3.75,28.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5161,Synthetic,0,NA,NA,Na,Na,Na,SD,Sudan,Africa,43,-9999,31776,0,0,3.75,31.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5162,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,17664,0,0,3.65,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5163,Synthetic,0,NA,NA,Na,Na,Na,UG,Uganda,Africa,43,-9999,431174,0,0,3.65,31.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5164,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,100127,0,0,3.55,25.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5165,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,24854,0,0,3.55,26.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5166,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,22380,0,0,3.55,28.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5170,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,44,-9999,23746,0,0,3.15,36.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5171,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,44,-9999,17192,0,0,2.95,36.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5172,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,565644,0,0,2.85,18.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5173,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,43,-9999,32503,0,0,2.85,37.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5174,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,24721,0,0,2.75,18.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5177,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,14466,0,0,2.45,18.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5178,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,594322,0,0,2.45,18.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5179,Synthetic,0,NA,NA,Na,Na,Na,UG,Uganda,Africa,43,-9999,352038,0,0,2.25,31.45,0,0, ,lake Albert,,, ,0,0,,0,AF_20190502
G5180,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,45,-9999,27572,0,0,2.15,15.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5181,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,53547,0,0,2.15,22.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5184,Synthetic,0,NA,NA,Na,Na,Na,CM,Cameroon,Africa,45,-9999,39695,0,0,2.05,15.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5185,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,1270660,0,0,2.05,22.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5186,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,52547,0,0,1.95,19.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5187,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,1344620,0,0,1.85,19.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5188,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,75060,0,0,1.75,16.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5189,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,20903,0,0,1.75,26.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5190,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,33253,0,0,1.75,41.55,0,0, , ,,, ,0,0,,0,AF_20190502
G5191,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,14592,0,0,1.75,41.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5192,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,83859,0,0,1.65,16.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5193,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,61598,0,0,1.65,27.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5194,Synthetic,0,NA,NA,Na,Na,Na,UG,Uganda,Africa,43,-9999,323961,0,0,1.65,32.15,0,0, ,lake Kwania,,, ,0,0,,0,AF_20190502
G5195,Synthetic,0,NA,NA,Na,Na,Na,UG,Uganda,Africa,43,-9999,16327,0,0,1.55,32.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5196,Red Cross,0,NA,NA,Uganda Gauge,Akokoro,Nile,UG,Uganda,Africa,43,-9999,13356,1.8,33.9,1.75,33.85,0,1, ,Requested by red cross,,, ,0,0,,0,AF_20190502
G5197,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,43,-9999,22512,0,0,1.45,38.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5198,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,43,-9999,12616,0,0,1.45,38.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5199,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,37973,0,0,1.35,19.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5200,Red Cross,0,NA,NA,Magoro Ngariam,Apapi,Nile,UG,Uganda,Africa,43,-9999,10019,1.6,34.1,1.65,33.95,0,1, ,Requested by red cross,,, ,0,0,,0,AF_20190502
G5201,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,43771,0,0,1.35,43.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5202,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,231515,0,0,1.35,43.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5203,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,120847,0,0,1.25,23.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5204,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,13359,0,0,1.25,28.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5205,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,32523,0,0,1.15,19.95,0,0, , ,,, ,0,0,,0,AF_20190502
G5206,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,1138680,0,0,1.15,23.65,0,0, , ,,, ,0,0,,0,AF_20190502
G5207,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,30798,0,0,1.15,28.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5208,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,43,-9999,36737,0,0,1.15,39.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5210,Synthetic,0,NA,NA,Na,Na,Na,KE,Kenya,Africa,43,-9999,22260,0,0,1.05,39.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5212,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,26592,0,0,0.85,41.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5213,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,50196,0,0,0.85,41.85,0,0, , ,,, ,0,0,,0,AF_20190502
G5214,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,1411020,0,0,0.75,18.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5215,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,82989,0,0,0.75,18.45,0,0, , ,,, ,0,0,,0,AF_20190502
G5216,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,103587,0,0,0.75,24.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5217,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,1028790,0,0,0.75,24.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5218,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,65919,0,0,0.75,41.75,0,0, , ,,, ,0,0,,0,AF_20190502
G5219,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,40809,0,0,0.65,25.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5220,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,18798,0,0,0.65,25.25,0,0, , ,,, ,0,0,,0,AF_20190502
G5221,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,28443,0,0,0.65,41.35,0,0, , ,,, ,0,0,,0,AF_20190502
G5222,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,123165,0,0,0.65,42.05,0,0, , ,,, ,0,0,,0,AF_20190502
G5223,Synthetic,0,NA,NA,Na,Na,Na,CD,Congo,Africa,45,-9999,982168,0,0,0.55,25.15,0,0, , ,,, ,0,0,,0,AF_20190502
G5224,Synthetic,0,NA,NA,Na,Na,Na,SO,Somalia,Africa,43,-9999,93131,0,0,0.55,41.95,0,0, , ,,, ,0,0,,0,AF_20190502
