County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Tana River,,,,Buwa,,Buwa,0,0,0,,,,,,,,,,,,,,,,,,,,,,,krcs tana river cm bombe reported a flood incident in some parts of buwa area in mbalambala and more water expected to flood in madogo area and also due to heavy down pour experienced in tana delta throughout the night. rcat are closely monitoring the situation and carrying out assessment on affected areas.,eoc,,,15/11/2015,1
Tana River,,,,,Bakuyu Village,Bakuyu Village,0,,,,,470,,,,,,,,,,,,,,,,,,,,,wra,,,27/11/2015,1
Tana River,,,,,"Hola, Bura, Chaldende, Madogo","Hola, Bura, Chaldende, Madogo",,,,,,,,,,,,,,,,,,,,,,,,,,,dref,jan_4th_2016_mdrke036,,04/01/2016,1
Tana River,,,,,Garsen And South Of Hola,Garsen And South Of Hola,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,jan_4th_2016_mdrke036,,04/01/2016,1
Tana River,,,,,Tana Delta,Tana Delta,0,0,0,,,268,,,,,,,,,,,,,,,,,328,,,"e.o.c received information of floods in tana delta at 0850hrs, several villages were affected after river tana burst banks mainly in baomo, afeji, korlabe a, korlabe b, korlabe c, eskadek, tawakal, kiembeni and kampole.
in kiembeni 170hh were affected (100hh are farmers who had planted maize, watermelon and greengrams each hh have 2 acres of farmland) while in tawakal 98hh affected (64hh are farmers and each hh have 2 acres of farmland and had planted maize, cowpeas and greengrams. (brief: 9 villages)
",eoc,,,04/05/2016,1
Tana River,,,,,"Hola, Bura, Chaldende, Madogo","Hola, Bura, Chaldende, Madogo",,,,,,,,,,,,,,,,,,,,,,,,,,,dref,may_9th_2016_mdrke037,,09/05/2016,1
Tana River,,,,,Garsen And South Of Hola,Garsen And South Of Hola,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,may_9th_2016_mdrke037,,09/05/2016,1
Tana River,,,,,Mboka,Mboka,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at around 1139hrs, bombe krcs tana river county reported floods in boka area tana river. several shops and houses were affected owing to heavy down pour witnessed the previous night. krcs tana river team conducting assessment to ascertain level of damage caused by floods.",eoc,,,12/11/2017,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"abdul (krcs), reported that the water level of tana river rose beyond its capacity thus causing and anticipation of flash floods in the area. the residents around mandago area have been advised to move too higher grounds.assesement is in progress.

",eoc,,,14/11/2017,1
Tana River,,,,,Boka,Boka,0,0,0,,,150,,,,,,,,350,,,,,,,,,,,,"bombe krcs tana river notified e.o.c of flash floods at boka area in tana river county at around 1642hrs. according to assessment done by tana river team, 150 hhs and 350 livestock were reportedly swept away.",eoc,,,17/03/2018,1
Tana River,Bura,Bura,Bura,Bura,,Bura,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at around 1657hrs, bombe krcs reported floods at bura area in tana river county. the floods have since claimed 3 lives (woman and 2 children) and property of unknown value. in addition, tana river to garissa road has been cut off at bilbil area affecting commuters. tana river rcat is facilitating assessment at the affected areas. (brief: 3 fatalities)",eoc,,,10/04/2018,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"reported of cases of flash floods in tana river county.  following the heavy downpour experienced in parts of kitui county flash bombe (krcs rm) floods were experienced in most parts of the county. a section of malindi- garissa highway was cut off at bura area, motorists plying the road have been advised to use alternative routes and to exercise caution. krcs team is closely monitoring the situation.",eoc,,,11/04/2018,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,41,,,,,,,,,,,,,,,,,,"at 1124hrs, bombe updated e.o.c on evacuation progress to communities affected by flash floods following a heavy down pour in tana river county. a total of 41 families from damaka, mulungeni, manani and gama villages have been evacuated to safer grounds by tana river rcat. tana river rcat is still on standby in the affected areas",eoc,,,15/04/2018,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,600,,,,,,road impassable,1,,,,,,,,,,,,,"heavy rainfall has paralyzed normal operations in most parts of tana river county as reported by bombe (krcs tana river) at 2034hrs. sections of roads in tana river still remain impassable. more than 600 families were rendered homeless in mororo, adele and madogo areas. the national government plans to provide tarpaulins to the affected people",eoc,,,18/04/2018,1
Tana River,,,,,Bilbil,Bilbil,1,0,0,,,,,,,,,,,,,,,,,,,,,,,bombe (krcs rm) reported a drowning incident at bilbil area of tana river. a middle aged man was swept away by flash floods following heavy rainfall experienced which has paralyzed livelihoods in the area. locals have since found his body after 3 hours of sar.,eoc,,,21/04/2018,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"flash floods were reported in tana river due to water spillage at kiambere dam affecting several hh at maroro, madogo and bura area, rcat tana river conducting sar and assessment in affected areas though some areas still not accessible.",eoc,,,27/04/2018,1
Tana River,,,,,,,6,,na,,,,12809,,,,,,,7900,,na,,,,,,,9539,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Tana River,,,,Kipini,,Kipini,0,0,0,,,,,,,,,,,,,,,,,,,,,yes,,"at 1302hrs, mainstream media reported floods at kipini area of tana river county following continuous down pour in the last 3 months damaging homes, crops and infrastructure across the county. in addition, cases of cholera have been reported which have since been neutralized by the m.o.h alongside tana river krcs team. residents are further appealing for a long term humanitarian intervention to facilitate reconstruction to the affected",eoc,,,18/06/2018,1
Tana River,,,,,Odha,Odha,0,0,0,,,25,,,,,,,,,,,,,,,,,,,,"at 1343hrs, bombe (krcs tana river) reported to e.o.c of a flash floods incident at odha village in tana river county. approximately 25hhs have been affected by flash floods at odha village following heavy rains experienced in the area. the situation is under control as krcs tana river will conduct a needs assessment.",eoc,,,02/11/2018,1
Tana River,Bura,Bura,Bura,Bura,,Bura,0,0,0,,,52,,,,,,,,,,,,,,,,,,,,"at 1807hrs, bombe (krcs) reported to e.o.c of flash floods at bura in tana river county.    following heavy downpour flash floods occurred and has affected at least 52 households. some of the residents who were affected by the floods have integrated with other relatives and friends. other villagers affected were the manyatta, bulasukela and bula lami.  rcat team to conduct an assessment to establish the extent of the damage.",eoc,,,26/11/2018,1
Tharaka-Nithi,,,,,,,,,,,1,,,,,,,toilet,,,,,1,,,,,,,,,1 pit latrine sunk at ndagani within chuka township and damaged 1 room in the hostel used by chuka university students. some roads in chiakariga and [...],disinventer,,,10/11/2015,1
Tharaka-Nithi,,Gatunga,,Gatunga,,Gatunga,0,0,0,,,30,,,,,,,,25,,,,,,,,,,,,"at 0855hrs gitonga (county manager) reported flood case in gatunga area of tharaka nithi county. following heavy rainfall in the area, thanantu river burst its banks causing flooding, this swept 25goats. it affected 30households (brief; 25 goats, 30hh)",eoc,,,11/11/2015,1
Tharaka-Nithi,,Muthambi,Muthambi,,,Muthambi,0,0,0,,,10,,,,,,,,,,,,,,,,,,,,at 0910hrs gitonga (county manager) reported floods at muthambi area of tharaka nithi county. heavy downpour in the area caused landslide which affected approximately 10hh. emergency committees are in discussion to move the affected families to giancambo primary school.,eoc,,,14/11/2015,1
Tharaka-Nithi,,,,,Mbogoni,Mbogoni,,,,,,,,,,,,,,,,,,,,,,,,,,,wra,,,24/04/2016,1
Tharaka-Nithi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,riverine - bridge compromised,disinventer,,,27/04/2016,1
Tharaka-Nithi,,Mukothima,,,,Mukothima,0,0,0,,,45,,,,,,,,,,,,,,,,,,,,"krcs rm gitonga reported flood in mukothima in tharaka nithi county at 1546hrs after heavy downpour in the area, 45hh were affected as their homes were submerged. families have been integrated with family friends.",eoc,,,07/11/2017,1
Tharaka-Nithi,,Magumoni,Magumoni,,,Magumoni,0,0,0,,,25,,,,,,,,,,,,,,,,,,,,"e.o.c at 1857hrs received report of a landslide that occurred in magumoni in thara nithi county, 12hh were affected, 25hh are camping at magumoni pcea church due to potential risk of mass mudslide.",eoc,,,04/05/2018,1
Tharaka-Nithi,,,,,Makuri,Makuri,0,0,0,,,13,,,,,,,,,,,,,,,,,,,,"gitonga krcs rm, reported of a landslide incident at 1745hrs in makuri maara sub county in tharaka nithi county, approximately 13hhs were reportedly affected, the families have integrated with other family members in safer grounds",eoc,,,15/05/2018,1
Tharaka-Nithi,,,,,,,3,,2,,,,56,,,,,,,na,,na,,,,,,,3000,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,13/11/2008,1
Trans Nzoia,,,,Namanjalala,,Namanjalala,,,,,,,500,,,,,,,,,,,,,,,,,,,,dref,mdrke007,fl-2008-000217-ken,25/11/2008,1
Trans Nzoia,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2008-000217-ken,01/05/2009,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,04/01/2010,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,10/03/2010,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000047-ken,23/05/2010,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,23/05/2010,1
Trans Nzoia,,,,,"Saboti, Kwanza District","Saboti, Kwanza District",1,,,,,,,,100,,,,,,,,,,,,,,,,,,dref,sep_30th_2010_mdrke012,,03/09/2010,1
Trans Nzoia,,,,,,,1,,,,,,,100,,,,,,,,,,,,,,,,,,100 families/ households bordering sabwani river were affected and evacuated to higher grounds and 1 person drowned in the floods.,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,.,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,disinventer,,dr-2009-000197-ken,03/09/2010,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,19/02/2011,1
Trans Nzoia,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,disinventer,,,13/02/2012,1
Trans Nzoia,,,,,Kitale,Kitale,1,0,0,,,,,,,,,,,,,,,,,,,,,,,a flooding incident was reported in trans nzoia at 2031hrs.a small river carried away two people. one was rescued while the other one was swept away by the floods. the incident occurred along the kitale ? rafiki road approximately 14km from kitale town. the level of the water in the river rose to a level where members of the public were unable to rescue the man swept away.,eoc,,,08/05/2012,1
Trans Nzoia,,,,,Mount Elgon,Mount Elgon,2,,,,,,,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Trans Nzoia,,,,,Kitale,Kitale,1,,,,,,,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Trans Nzoia,Mt. Elgon,,,Mt. Elgon,,Mt. Elgon,,,,,,,113,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Trans Nzoia,,,,,Trans-Nzoia,Trans-Nzoia,,,,,,,195,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two acres of land with beans plantation were affected.,disinventer,,,11/04/2015,1
Trans Nzoia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,two acres of land with beans plantation were affected.,disinventer,,,04/11/2015,1
Trans Nzoia,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,affected a total number of 827.,disinventer,,,16/11/2015,1
Trans Nzoia,,Misikhu,Misikhu,Misikhu,,Misikhu,0,1,0,,,50,,,,,,,,,,,,,,,,,,,,"at 0845hrs wekola (krcs trans nzoia) reported of heavy rainfall in trans nzoia county.  following the heavy downpour in the county, an incident was reported in misikhu area in kitale. flash floods displaced approximately 50 households. a motor cyclist was swept away while attempting to cross a river, his body has not yet been retrieved, search and rescue operations currently ongoing. (brief; 1 missing)",eoc,,,27/11/2015,1
Trans Nzoia,,,,,Trans- Nzoia,Trans- Nzoia,0,0,0,,,55,,,,,,,,,,,,,,,,,,,,"at 0820hrs, e.o.c through social media captured reports of floods in wayani village in trans  nzoia. the water level in river sagwani rose beyond its capacity and led to flooding in namanjala area. approximately 55 households have been affected. (brief; 55hhs)",eoc,,,10/05/2016,1
Turkana,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/05/2002,1
Turkana,,,,,,,2,,,105,,5000,105,,,,,school,,,,,,,,,,,,,,"water levels were approximately 1 metre high, 3 primary schools were closed and a guest house was affected. 24 farms along the turkwell river have [...]",disinventer,,,27/10/2006,1
Turkana,,Katilu,Katilu,Katilu,,Katilu,17,,,,,6310,,,,,,,,,,,,,,,,,,,,,wra,,,04/10/2008,1
Turkana,,,,,,,17,,,,,6310,,,,,,,,,,,,,,,,,,,,,disinventer,,,07/10/2008,1
Turkana,,,,,Turkana East District,Turkana East District,5,,,6666,6664,,,,20000,,,"school, health, bridge",,4808,5,2,,,,,,2,800,,,,dref,6_jan_2010_mdrke011,,04/11/2009,1
Turkana,,,,,,,5,,,150,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,27/12/2009,1
Turkana,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,03/01/2010,1
Turkana,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,04/01/2010,1
Turkana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,06/01/2010,1
Turkana,,,,,,,4,,,100,,500,,,,,,,,,,,,,,,,,,,,"great north road destroyed at kakongu, kalemngorok and lokichar irrigation schemes along river turkwel",disinventer,,,08/01/2010,1
Turkana,,,,,Turkana East District,Turkana East District,,,,,,300,600,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,07/03/2010,1
Turkana,,,,,Kakuma Division Of Turkana North,Kakuma Division Of Turkana North,6,,,,,,400,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,08/03/2010,1
Turkana,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,more than 300 households moved to higher ground,disinventer,,,09/03/2010,1
Turkana,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,19/03/2010,1
Turkana,,,,,Turkana South District,Turkana South District,,,,,,,,,,,,,,,,,,,,,,,42,,,,dref,14_may_2010mdrke012,,01/04/2010,1
Turkana,,,,,Turkana And Mogotio,Turkana And Mogotio,,,,,,,5496,,,,,,,,,,,,,,,,,,,,dref,7_apr_2010_mdrke010,,07/04/2010,1
Turkana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government officers were stranded and were later rescued by a helicopter,disinventer,,,25/04/2010,1
Turkana,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,10/05/2010,1
Turkana,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,"villages affected : nakwamekwi, napete, soweto, and nabute remaining part of bridge extensively damaged",disinventer,,,10/05/2010,1
Turkana,,,,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,289,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,874,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,334,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,580,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2010-000003-ken,01/07/2010,1
Turkana,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,24/02/2011,1
Turkana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,05/09/2011,1
Turkana,,,,,Lokichogio,Lokichogio,0,0,0,,,,,,,,,,,,,,,,,,,,,,,flash floods were reported lokichogio in turkana and the surrounding areas. kenya red cross team was deployed to conduct a rapid assessment in the area. updates to follow,eoc,,,29/04/2012,1
Turkana,,,,,Lokichogio,Lokichogio,0,0,0,,,480,,,,,,,,,,,,,,,,,,,,n turkana the krcs distributed nfis for 480 hh in lokichogio who were displaced by floods in the area.,eoc,,,07/05/2012,1
Turkana,,,,,Turkana North District,Turkana North District,,,,,,,2490,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Turkana,,,,,"Karokol, Turkana West, South Sola","Karokol, Turkana West, South Sola",25,,,,,5496,,,,,,,,,,,,,,,,,,,,,wra,,,18/04/2013,1
Turkana,,,,,Turkana,Turkana,11,,0,,,,282,,1692,,,,,,,,,,,,,,,,,,dref,apr_22nd_2013_mdrke025,,22/04/2013,1
Turkana,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,heavy rainfall that swept away one body.,disinventer,,,28/04/2013,1
Turkana,Turkana West,,,,,Turkana West,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"on 25th march 2014, eoc received reports of heavy rainfall in northern kenya with turkana west district the most affected. the heavy rains caused minimal flooding at kakuma refugee camp where 7 families were moved to safer areas after water flooded their tents. so far, no cases of injuries or fatalities have been reported. the krcs response team anticipates rain-related incidents in the coming days with heavy rainfall expected to continue.",eoc,,,24/03/2014,1
